Date,NGD,LDZ,GTP,IND,HDD,HDD-1,Rus,Workday,War,FR nuclear,DE wind,DE solar,THE price,DE IND index,EU storage,EU LNG,UK NL production,Norway sendout,African TAP
2012-04-20,6.064942275715785,-0.10625868444338765,4.195818600327182,1.9753823378156983,1.6159839571273993,0.7265226755330151,10.718035481323959,0.36787650279089745,-0.002798858594532703,220.37266157984504,-1395.195813472044,,-0.13665048065454635,0.013827970101373727,-0.5559990640355953,-253.4077054261481,,,8.717815642125844
2012-04-21,5.438425940215797,5.063135681566352,-2.8621072449088296,3.2373974708838245,2.1181044879125572,1.6163566356714612,17.96179342861462,-0.5935590203234579,-0.002555549592099613,452.81256425623496,86.39346876639931,,-0.502721040265247,-0.003919705774545054,-0.5725124460307267,-113.17481004901944,,,-3.083883262983622
2012-04-22,7.553555839766884,5.346665878821832,-2.0076598882166143,4.214549820195261,3.3397733021187612,2.1184771664566187,-0.32079158376372274,-0.6029264169171319,-0.0023122405896665228,-514.0696741865756,-439.6874801387093,,-0.4877088748151237,-0.0125195584046912,-0.5649321540599286,-81.38737695899509,,,-7.449325148628402
2012-04-23,1.117815429647644,-6.121392235648968,3.730390491057108,3.5088172070796917,2.8117488787185185,3.340145980662823,8.503131599563632,0.32736555388578786,-0.002068931587233433,1173.18604357497,-589.7403633503885,,-0.8183718918467573,-0.015586247640730851,-0.5900343438409376,48.20810965900964,,,5.642396226067459
2012-04-24,10.64568490492747,0.605987509342498,5.674509806560758,4.365187547638084,2.665833106339444,2.8121215572625804,8.087850227563575,0.2942755295548876,-0.001825622584800343,1369.76840367229,-287.40831955476807,,-0.8571188504842315,-0.03241820562735041,-0.6535513754711207,122.03999530377853,,,8.397599255264534
2012-04-25,7.476600148041814,2.7163948375444433,-0.6235393671436213,5.383744662313269,0.7981327090155987,2.6662057848835055,0.6460107556074246,0.30692759768140826,-0.001582313582367253,793.4218099983298,4677.997836162994,,-1.0227727434282663,-0.013016325416877052,-0.6717594046681941,119.49268386825543,,,1.134277661590576
2012-04-26,1.9039874427012065,-2.5029295305832955,-1.6751402237896076,6.082057207827868,-1.9565400467479055,0.7985053875596605,0.0209959287035133,0.29962832760841557,-0.001339004579934163,1391.9271627963803,3535.0133471118984,,-1.0147891667859326,0.005646778630587216,-0.6445659740112675,112.27325564441131,,,5.515402673756036
2012-04-27,-5.030808976775649,-10.26746857136553,-1.0308898420767125,6.267549394068744,-3.72968322482248,-1.9561673682038438,-5.872562532053176,0.3089957242020896,-0.001095695577501073,-127.3148080065325,1335.592957817495,,-0.817769702065743,0.0039007175235118152,-0.6554394533300025,285.2311875178906,,,6.317842771079638
2012-04-28,-20.967837995633353,-24.75549487148719,-2.640458104722698,6.42811502371716,-6.576047639597665,-3.729310546278418,-6.611452364171163,-0.6358947867468155,-0.0008523865750679833,-1817.1369491257592,-266.6547550778824,,-0.800494762892994,-0.02442961839862543,-0.5031304508969068,253.90913155681974,,,-5.146948749601636
2012-04-29,-24.0607142568888,-28.180878765985966,-2.4979957877664924,6.6181603021599855,-6.367875842184159,-6.575674961053602,-1.6433138886006677,-0.6433157113210248,-0.0006090775726348932,-1825.2488712668808,-206.7026139586607,,-0.7641504806545485,-0.035880105066532025,-0.3295574581961729,112.08144299234294,,,-12.52175051359191
2012-04-30,-38.903874665843794,-42.83853346678159,-3.072125007939242,7.006783773191614,-6.3340798584636,-6.367503163640097,5.024323553171854,0.33077187991985113,-0.00036576857020180324,-1445.7718639676038,-4149.786604226301,,0.10793589404131235,-0.010515565357288936,-0.29413775016697774,101.13869360061554,,,3.2978061287438623
2012-05-01,-26.520523119091983,-14.417552525052885,-3.5786594242762244,-8.524311140352179,-5.820821077150339,-6.333707179919538,-10.94745918057147,-0.7003716723915845,-0.00012245956776871326,-1568.1132264980192,-532.8015798954009,,0.28753565073230913,0.6454002042436975,-0.18393337060493553,-11.00455457456685,,,-13.108761219188
2012-05-02,-5.989205353617536,-1.4878199487159032,3.2408643595011486,-7.742249731314463,-5.633573703030267,-5.820448398606278,-1.9104257575301211,0.323594264348075,0.00012084943466437633,1791.5804474679146,-1571.3829424258142,,0.6645867456228192,-0.017747429842665644,-0.1451864119674637,-10.828897640260738,,,-1.0092679710128343
2012-05-03,-12.364938269323144,-8.642736290863109,3.5936104872213424,-7.315812479573588,-2.187598875423696,-5.633201024486206,0.4187984646632983,0.3329616609417489,0.0003641584370974664,1578.3984523340996,-2026.7249618905344,,0.49595535876151264,-0.0010177698937635076,-0.11336889371929007,-37.99744995169619,,,2.1663208854348506
2012-05-04,-2.7843915234837415,6.787639151857093,-3.0429149190134517,-6.52911575652736,-2.375007574868466,-2.1872261968796343,5.375698425823942,0.3423290575354229,0.0006074674395305563,-137.31176664401238,-2318.878295223867,,0.31389939769095454,-0.01656769407260036,-0.07187619298936027,-69.58771759159873,,,2.670210788111265
2012-05-05,5.909794308383631,12.219596972833973,-0.5376938092275618,-5.772108825145363,2.397798396462555,-2.374634896324404,-0.46945138081229487,-0.6244592636324602,0.0008507764419636464,-1013.5519126294093,-2076.98851420197,,0.4962473295644324,-0.004907143420514421,-0.014766703938264899,-194.5449073726206,,,-7.700647934516478
2012-05-06,19.35034342582766,24.930098479448322,-0.7995263872299962,-4.780228625641712,4.610939272656231,2.3981710750066165,2.285775187960244,-0.5880845677687133,0.0010940854443967365,-316.86346980702086,-2439.725460673989,,0.5971098599780533,-0.010139768301319279,0.01711529119556462,-274.03478571811945,,,-13.079402095100416
2012-05-07,9.721533586307014,11.89773550591062,1.4678011704901972,-3.6440030993254124,4.206087884512313,4.611311951200293,10.164027835119532,0.37140448332617715,0.0013373944468298264,-491.0805014371936,-3908.6577234477127,,0.8550830959877864,-0.02283371708111503,-0.0431316674418998,-69.48408012201213,,,4.339840702953108
2012-05-08,-9.589776798194226,-4.3536177004105365,-1.6194702710061524,-3.616688797318111,0.5321131742962548,4.206460563056376,-1.2283446809838559,0.3110638507227709,0.0015807034492629163,-1093.79351846882,767.5331159683453,,0.3325648478126017,-0.022432592757526446,-0.06238592534945223,-148.91960323636732,,,1.1414431238776783
2012-05-09,-19.576422690225787,-17.566345275992056,1.0173496984220705,-3.027427095745118,-3.540832702416276,0.5324858528403165,-12.311408505830542,0.3256623908687563,0.0018240124516960066,-779.9871924347549,920.7082862846473,,0.5585928283478817,-0.01636997782931549,-0.024787385203468074,-58.27630639938427,,,3.105913890301036
2012-05-10,-28.436689954167417,-25.4461062180176,-0.6906504445584633,-2.299933276566287,-5.085841445420655,-3.540460023872214,-6.210439306635896,0.3402609310147417,0.0020673214541290967,-422.7455865953464,31.75418652795713,,0.1513665509756195,-0.021544510168726855,-0.007642616347029969,-99.94552781057675,,,1.725495593464064
2012-05-11,-18.984310037062833,-16.049161187544364,-1.041311813170386,-1.8938370768436568,-4.591457083617857,-5.085468766876594,10.992057094252184,0.3715261378273938,0.0023106304565621866,412.80818469419836,4305.887288717737,,0.9746147261580996,0.01186455903445676,0.023586094115266257,-10.740503479676534,,,1.8522229292304782
2012-05-12,0.10895415777901582,0.4197334005724217,1.1153003722176908,-1.4260795827499815,5.141729847153553,-4.591084405073795,21.047614418763143,-0.6244592636324602,0.0025539394589952765,-1397.900939393391,3081.2017899342827,,0.9690916118028685,-0.015558621222228477,0.01728074131720558,-158.03478571811917,,,-6.80519213159677
2012-05-13,17.293639711999226,18.232959363574835,0.25012650869944386,-1.1894461225346522,7.549968387105986,5.142102525697615,28.296062469259446,-0.6006149813940175,0.0027972484614283664,595.4968708255858,1015.1822035595874,,0.9930088867420428,0.00020623417677783328,0.018993636694337845,-94.50142805388538,,,-12.841623348141777
2012-05-14,7.7615384483118985,9.057623770352212,-0.17990688615578646,-1.1161784785979143,5.454266603153554,7.550341065650048,35.45453937737016,0.3828400064405324,0.0030405574638614563,229.28117739492117,-1842.7203998467385,,1.0583677675206338,-0.028726937548273754,-0.0435270445708703,229.39090771253737,,,-3.1144806839082118
2012-05-15,16.540304084511263,15.819072522937528,1.0479554473389885,-0.3267239276848348,5.9983895993981635,5.449764083198599,4.363057276470961,0.3610218083583799,0.0033080184628595964,724.6615489778665,2052.981814533539,,0.7585622358189033,-0.01227773111372885,-0.12878383396546067,105.48441842886783,,,2.7448756849196134
2012-05-16,43.07656696423159,42.50367330831572,0.8883823749391035,-0.3154887672439128,7.77243282316645,5.99245712011939,6.3537656423956825,0.34902005510233286,0.003527175468727637,1737.326067905878,10162.736546625281,,0.6394383271313404,-0.00420696409693061,-0.26158665527645864,104.44228240840127,,,3.636658525337538
2012-05-17,22.076668704973684,22.74612349491792,-1.0417913758516506,0.37233661610402263,6.80020713096949,7.772805501710511,7.880506065343388,-0.6748242271361099,-0.0035287856018319736,1400.4843404119572,-688.6204728394404,,0.32686898406564385,-0.02806543975506752,-0.28369371123754356,-1.045856277730035,,,10.607982831906877
2012-05-18,1.617377246944475,1.4819933676539299,-0.5505827166557872,0.6859666081648432,2.848705497514258,6.800579809513552,3.8090471606061866,0.35644097967654226,-0.003285476599398883,2241.511347711223,1380.9958166982733,,0.12921083321406135,0.008970494872661699,-0.3028944411645449,-4.015393990625292,,,14.961682369619776
2012-05-19,-24.38747003164432,-22.875554034257267,-2.121762580565761,0.6098465793375845,-3.7310058832277115,2.84907817605832,-7.782054186623771,-0.6321234972091025,-0.003042167596965793,449.65319685963556,-2794.2156918175415,,-0.48057627140881054,0.027411945873902624,-0.2356243681718415,-43.620418321525506,,,-9.553746292180712
